,per_blue_win,per_red_win,minute,predicted_label,label
4799,0.49,0.51,1,0,0
13707,0.88,0.12,28,1,1
2332,0.03,0.97,27,0,0
15728,0.99,0.01,30,1,1
4120,0.6,0.4,3,1,0
18126,0.51,0.49,3,1,0
12100,0.43,0.57,3,0,0
19877,0.02,0.98,28,0,0
1897,0.49,0.51,1,0,1
4282,0.59,0.41,15,1,1
7319,0.36,0.64,2,0,0
11066,0.44,0.56,11,0,1
19169,0.0,1.0,33,0,0
2987,0.39,0.61,8,0,0
15336,0.53,0.47,3,1,1
20963,0.32,0.68,21,0,0
19033,0.6,0.4,22,1,1
11155,0.52,0.48,5,1,0
6869,1.0,0.0,36,1,1
7153,0.83,0.17,22,1,1
1280,0.37,0.63,34,0,0
17215,0.46,0.54,1,0,1
16193,0.52,0.48,9,1,0
3699,0.73,0.27,16,1,1
4310,0.99,0.01,25,1,1
2785,0.51,0.49,5,1,1
16671,0.48,0.52,0,0,1
8845,0.67,0.33,25,1,1
3733,0.23,0.77,20,0,0
19881,0.88,0.12,26,1,1
9814,0.43,0.57,14,0,1
20149,0.65,0.35,33,1,1
9825,0.85,0.15,17,1,0
14522,0.55,0.45,4,1,0
13026,0.0,1.0,28,0,0
19899,0.47,0.53,12,0,0
12449,0.41,0.59,9,0,0
15675,0.41,0.59,11,0,1
15324,0.52,0.48,0,1,0
993,0.96,0.04,31,1,1
8271,0.36,0.64,22,0,0
6037,0.41,0.59,4,0,0
11605,0.43,0.57,30,0,0
345,0.55,0.45,19,1,0
412,0.78,0.22,16,1,0
3351,0.56,0.44,4,1,1
13306,0.94,0.06,28,1,1
11555,0.9,0.1,28,1,1
14898,0.9,0.1,35,1,1
2245,0.56,0.44,14,1,0
6790,0.27,0.73,12,0,0
9363,0.48,0.52,14,0,0
10454,0.18,0.82,23,0,0
17235,0.51,0.49,20,1,0
2771,0.45,0.55,8,0,0
13156,0.72,0.28,24,1,0
8093,0.03,0.97,31,0,0
6669,0.3,0.7,13,0,1
6173,0.09,0.91,32,0,0
15331,1.0,0.0,28,1,1
3380,0.22,0.78,35,0,0
3987,0.49,0.51,0,0,1
19522,0.46,0.54,1,0,1
9050,0.42,0.58,5,0,0
2051,0.07,0.93,23,0,0
21249,0.99,0.01,33,1,1
4067,0.03,0.97,29,0,0
15099,0.98,0.02,30,1,1
17960,0.52,0.48,9,1,1
4438,0.91,0.09,26,1,1
10862,0.77,0.23,28,1,1
6880,0.39,0.61,5,0,0
5674,0.22,0.78,20,0,1
1818,0.74,0.26,18,1,1
2635,0.48,0.52,8,0,1
14592,0.56,0.44,4,1,0
18519,0.46,0.54,4,0,1
8547,0.5,0.5,14,0,1
17611,0.0,1.0,33,0,0
17801,0.46,0.54,1,0,0
14283,0.05,0.95,24,0,0
5507,0.49,0.51,1,0,1
4230,0.91,0.09,28,1,1
16887,0.68,0.32,19,1,1
4660,0.99,0.01,28,1,1
14075,0.28,0.72,14,0,0
764,0.78,0.22,18,1,0
12634,0.43,0.57,4,0,1
308,0.72,0.28,34,1,1
13365,0.43,0.57,6,0,1
9675,0.95,0.05,34,1,1
18528,0.9,0.1,31,1,1
14587,0.05,0.95,25,0,0
8236,0.98,0.02,29,1,1
14909,0.51,0.49,2,1,1
11599,0.74,0.26,18,1,0
3259,0.64,0.36,3,1,1
8677,0.12,0.88,23,0,0
2226,0.91,0.09,24,1,1
20328,0.96,0.04,22,1,0
3854,0.42,0.58,13,0,0
17622,0.1,0.9,36,0,0
20265,0.46,0.54,12,0,0
18349,0.47,0.53,8,0,1
557,0.98,0.02,35,1,1
20205,0.28,0.72,3,0,0
13971,0.06,0.94,34,0,0
7504,0.6,0.4,0,1,0
3851,0.91,0.09,19,1,1
20602,0.99,0.01,32,1,1
3656,0.42,0.58,14,0,0
9425,0.59,0.41,7,1,1
2071,0.68,0.32,15,1,1
18625,0.03,0.97,34,0,0
17110,0.42,0.58,11,0,0
3951,0.62,0.38,4,1,0
20032,0.61,0.39,15,1,1
18280,0.01,0.99,32,0,0
18427,0.08,0.92,32,0,1
9157,0.52,0.48,29,1,1
13646,0.52,0.48,12,1,1
3783,0.05,0.95,27,0,0
19842,0.99,0.01,33,1,1
2934,0.0,1.0,36,0,0
7449,0.61,0.39,31,1,1
2960,0.51,0.49,7,1,1
7479,0.36,0.64,10,0,1
8406,1.0,0.0,34,1,1
5551,0.57,0.43,7,1,1
18288,0.01,0.99,24,0,0
6039,0.63,0.37,2,1,1
13981,0.51,0.49,0,1,1
9387,0.79,0.21,18,1,0
18516,0.48,0.52,6,0,1
9695,0.5,0.5,0,1,1
21342,0.07,0.93,29,0,0
6838,0.46,0.54,22,0,1
17661,0.69,0.31,21,1,0
18830,0.63,0.37,15,1,1
8198,0.98,0.02,35,1,1
11042,0.98,0.02,32,1,1
8551,0.67,0.33,0,1,0
4115,0.07,0.93,36,0,0
15889,0.61,0.39,17,1,1
175,0.51,0.49,1,1,0
5259,0.42,0.58,3,0,1
2109,0.0,1.0,35,0,1
16769,0.81,0.19,17,1,1
13096,0.48,0.52,8,0,0
15656,0.47,0.53,4,0,1
14720,0.6,0.4,24,1,0
4648,0.21,0.79,23,0,0
18310,0.38,0.62,12,0,0
8416,0.48,0.52,2,0,0
1204,0.59,0.41,1,1,1
5463,0.47,0.53,6,0,1
1160,0.76,0.24,19,1,1
5114,0.68,0.32,19,1,0
14877,0.5,0.5,0,1,1
13557,0.35,0.65,32,0,1
20055,0.43,0.57,11,0,0
4615,0.28,0.72,14,0,0
11311,0.56,0.44,6,1,0
4765,0.04,0.96,22,0,0
9398,0.93,0.07,35,1,1
636,0.5,0.5,25,1,1
13857,0.68,0.32,16,1,1
7207,0.46,0.54,31,0,1
11123,0.39,0.61,14,0,0
21251,0.57,0.43,10,1,0
18152,0.84,0.16,28,1,0
17337,0.63,0.37,15,1,0
20538,0.51,0.49,28,1,0
10949,0.52,0.48,10,1,1
5734,0.74,0.26,18,1,1
1504,0.62,0.38,20,1,1
10405,0.06,0.94,25,0,0
4365,0.41,0.59,1,0,0
8744,0.81,0.19,19,1,1
1810,0.45,0.55,8,0,0
12996,0.72,0.28,26,1,1
8928,0.51,0.49,2,1,1
15592,0.46,0.54,11,0,0
10616,0.6,0.4,21,1,1
9336,0.43,0.57,1,0,1
1789,0.03,0.97,32,0,0
17957,0.67,0.33,18,1,0
7669,0.47,0.53,0,0,0
21031,0.58,0.42,0,1,0
19231,0.54,0.46,23,1,0
5255,0.06,0.94,36,0,0
20468,0.39,0.61,8,0,0
1315,0.89,0.11,23,1,0
1488,0.89,0.11,26,1,1
20711,0.87,0.13,34,1,1
225,0.41,0.59,13,0,0
2105,0.54,0.46,9,1,0
19450,0.52,0.48,6,1,0
12931,0.82,0.18,18,1,1
6779,0.48,0.52,13,0,1
6038,0.02,0.98,32,0,0
6251,0.3,0.7,5,0,0
16935,0.88,0.12,28,1,0
6201,0.28,0.72,23,0,0
8215,0.38,0.62,9,0,0
20563,0.42,0.58,9,0,0
18867,0.32,0.68,9,0,0
18551,0.53,0.47,16,1,1
3394,0.92,0.08,32,1,1
13595,0.53,0.47,9,1,1
17520,0.13,0.87,26,0,0
18655,0.38,0.62,11,0,0
9197,0.64,0.36,23,1,1
11370,0.95,0.05,27,1,1
3372,0.01,0.99,24,0,0
16533,0.49,0.51,1,0,0
8239,0.59,0.41,11,1,0
13933,0.93,0.07,24,1,0
4218,0.51,0.49,6,1,0
11204,0.42,0.58,5,0,0
2356,0.67,0.33,17,1,0
19735,0.83,0.17,30,1,1
7194,0.58,0.42,7,1,1
15582,0.04,0.96,25,0,0
19162,0.85,0.15,31,1,1
4563,0.41,0.59,9,0,0
1851,0.48,0.52,15,0,0
13774,0.19,0.81,21,0,0
5877,0.54,0.46,0,1,0
14953,0.75,0.25,17,1,1
3118,0.32,0.68,13,0,1
6974,0.45,0.55,12,0,1
1822,0.43,0.57,7,0,0
14531,0.03,0.97,35,0,0
11903,0.06,0.94,32,0,0
8119,0.37,0.63,35,0,1
6107,0.33,0.67,20,0,1
2050,0.59,0.41,1,1,0
4207,0.67,0.33,26,1,1
18607,0.47,0.53,27,0,0
8712,0.08,0.92,23,0,1
6919,0.49,0.51,12,0,0
1047,0.32,0.68,12,0,0
3249,0.38,0.62,10,0,1
17447,0.01,0.99,31,0,0
19359,0.24,0.76,22,0,0
15505,0.09,0.91,26,0,0
13127,0.97,0.03,22,1,1
10376,0.25,0.75,12,0,1
9088,0.67,0.33,15,1,0
3930,0.65,0.35,19,1,1
11202,0.49,0.51,2,0,1
19695,0.45,0.55,10,0,0
967,0.05,0.95,28,0,0
5071,0.49,0.51,2,0,0
13841,0.99,0.01,33,1,1
10474,0.62,0.38,6,1,1
16838,0.03,0.97,36,0,0
10569,0.62,0.38,15,1,0
12715,0.36,0.64,22,0,1
8778,0.5,0.5,13,0,1
12782,0.01,0.99,34,0,0
1546,0.67,0.33,35,1,1
18849,0.02,0.98,34,0,0
8117,0.48,0.52,8,0,0
17730,0.46,0.54,13,0,0
12999,0.0,1.0,34,0,0
16603,0.46,0.54,5,0,0
1005,0.45,0.55,0,0,1
17231,0.96,0.04,29,1,1
6366,0.09,0.91,33,0,0
10048,0.45,0.55,4,0,0
9633,0.45,0.55,7,0,1
15803,0.7,0.3,24,1,1
18402,0.98,0.02,25,1,1
5623,0.49,0.51,15,0,1
5028,0.32,0.68,25,0,1
4325,0.42,0.58,23,0,0
20973,0.91,0.09,36,1,1
11495,0.1,0.9,23,0,0
9400,0.99,0.01,23,1,1
21204,0.85,0.15,30,1,1
6609,0.31,0.69,9,0,1
2577,0.02,0.98,35,0,0
5131,0.96,0.04,32,1,1
5132,0.01,0.99,31,0,0
15291,0.97,0.03,29,1,1
21052,0.98,0.02,23,1,1
11757,0.57,0.43,9,1,1
9371,0.37,0.63,8,0,0
20675,0.59,0.41,16,1,0
16816,0.05,0.95,33,0,0
5115,0.91,0.09,33,1,1
19651,0.41,0.59,11,0,0
697,0.27,0.73,23,0,0
17735,0.97,0.03,34,1,1
12981,0.45,0.55,6,0,1
1533,0.09,0.91,24,0,0
10556,0.59,0.41,20,1,0
5792,0.67,0.33,19,1,1
15584,0.38,0.62,13,0,1
20808,0.46,0.54,19,0,0
15391,0.01,0.99,31,0,0
19598,0.97,0.03,29,1,1
5921,0.47,0.53,5,0,0
14581,0.01,0.99,32,0,0
18143,0.42,0.58,5,0,1
12279,0.54,0.46,1,1,1
15521,0.04,0.96,36,0,0
211,0.09,0.91,31,0,0
13209,0.96,0.04,21,1,1
10145,0.53,0.47,1,1,1
16400,0.55,0.45,4,1,1
4014,0.62,0.38,1,1,1
3216,0.45,0.55,21,0,0
20016,0.56,0.44,6,1,1
16829,0.53,0.47,0,1,0
17207,0.52,0.48,25,1,1
16177,0.02,0.98,35,0,0
9316,0.36,0.64,27,0,1
7827,0.34,0.66,13,0,0
11176,0.02,0.98,24,0,0
9405,0.48,0.52,2,0,1
10716,0.84,0.16,36,1,1
16574,0.53,0.47,16,1,0
7461,0.43,0.57,1,0,1
10622,0.51,0.49,1,1,1
16521,0.95,0.05,21,1,1
5246,0.05,0.95,25,0,0
4884,0.59,0.41,0,1,0
3344,0.33,0.67,1,0,0
20119,0.49,0.51,14,0,1
4801,0.73,0.27,32,1,1
18052,0.76,0.24,17,1,1
12565,0.74,0.26,19,1,0
4930,0.34,0.66,31,0,1
761,0.26,0.74,35,0,0
10918,0.02,0.98,26,0,0
16469,0.46,0.54,11,0,0
16840,0.99,0.01,27,1,1
6908,0.32,0.68,12,0,1
10929,0.12,0.88,21,0,0
8100,0.55,0.45,2,1,1
11728,0.52,0.48,5,1,0
6921,0.39,0.61,10,0,1
11523,0.51,0.49,5,1,1
9754,0.03,0.97,32,0,0
4516,0.01,0.99,34,0,0
10717,0.97,0.03,27,1,1
17169,0.98,0.02,31,1,1
13135,0.01,0.99,24,0,0
15492,0.98,0.02,23,1,1
1623,0.96,0.04,23,1,1
11052,0.49,0.51,4,0,0
11520,0.76,0.24,18,1,1
14087,0.49,0.51,10,0,0
6889,1.0,0.0,35,1,1
3983,0.44,0.56,22,0,0
408,0.0,1.0,33,0,0
18593,0.34,0.66,34,0,0
562,0.66,0.34,19,1,1
12596,0.59,0.41,5,1,0
3268,0.51,0.49,10,1,1
8241,0.02,0.98,25,0,0
17458,0.49,0.51,10,0,0
21244,0.45,0.55,7,0,0
1292,0.85,0.15,26,1,1
13431,0.38,0.62,14,0,1
17659,0.36,0.64,13,0,0
13931,0.03,0.97,31,0,0
16879,0.4,0.6,12,0,1
10698,0.05,0.95,21,0,0
8937,0.88,0.12,26,1,1
84,0.47,0.53,4,0,1
13957,0.01,0.99,32,0,0
1804,0.62,0.38,5,1,0
2017,0.09,0.91,27,0,0
20139,0.21,0.79,25,0,0
8989,0.54,0.46,4,1,1
15029,0.5,0.5,2,1,0
15126,0.73,0.27,18,1,0
18616,0.15,0.85,22,0,0
9133,0.03,0.97,27,0,0
6926,0.26,0.74,14,0,1
7303,0.45,0.55,6,0,1
1260,0.02,0.98,36,0,0
20662,1.0,0.0,35,1,1
20096,0.74,0.26,20,1,1
2674,0.27,0.73,11,0,0
15651,0.8,0.2,20,1,1
14672,0.67,0.33,20,1,1
21452,0.0,1.0,29,0,0
5096,0.59,0.41,16,1,1
10176,0.49,0.51,5,0,1
7424,0.59,0.41,12,1,1
15962,0.37,0.63,14,0,1
203,0.5,0.5,0,0,1
3875,0.68,0.32,17,1,1
1783,0.42,0.58,17,0,0
5825,0.02,0.98,32,0,0
5256,0.44,0.56,11,0,1
15622,0.53,0.47,6,1,1
11395,0.58,0.42,20,1,0
12835,0.49,0.51,7,0,0
3018,0.61,0.39,6,1,1
10449,0.55,0.45,1,1,1
6135,0.07,0.93,28,0,0
19258,0.7,0.3,20,1,1
8979,0.95,0.05,35,1,1
3670,0.49,0.51,17,0,0
18633,0.72,0.28,19,1,0
4208,0.1,0.9,23,0,0
1600,0.14,0.86,26,0,0
10414,0.48,0.52,6,0,1
9782,0.89,0.11,23,1,1
9124,0.44,0.56,15,0,1
2014,0.85,0.15,25,1,1
13663,0.41,0.59,11,0,1
5234,0.97,0.03,34,1,1
4140,0.16,0.84,23,0,0
12093,0.3,0.7,34,0,0
16179,0.92,0.08,34,1,1
16049,0.8,0.2,32,1,1
2104,0.43,0.57,0,0,0
1080,0.77,0.23,3,1,1
19638,0.67,0.33,16,1,0
6789,0.38,0.62,13,0,0
10029,0.48,0.52,6,0,1
4079,0.98,0.02,23,1,1
6958,0.16,0.84,27,0,1
4211,0.46,0.54,2,0,0
7065,0.53,0.47,20,1,1
5002,0.39,0.61,2,0,0
9421,0.64,0.36,25,1,0
4678,0.44,0.56,30,0,1
13269,0.53,0.47,4,1,0
1893,0.85,0.15,36,1,1
5307,0.03,0.97,33,0,0
18869,0.48,0.52,11,0,0
10612,0.46,0.54,10,0,1
7996,0.59,0.41,1,1,0
8057,0.05,0.95,24,0,0
6005,0.99,0.01,34,1,1
17540,0.55,0.45,1,1,1
11573,0.52,0.48,5,1,0
7121,0.14,0.86,24,0,0
18668,0.19,0.81,21,0,0
5822,0.56,0.44,15,1,0
12923,0.05,0.95,23,0,0
17559,0.47,0.53,10,0,1
13623,0.48,0.52,1,0,1
9738,0.24,0.76,12,0,1
6256,0.09,0.91,22,0,0
7552,0.6,0.4,10,1,1
6245,0.54,0.46,14,1,0
20133,0.36,0.64,7,0,0
11846,0.66,0.34,25,1,1
7842,0.17,0.83,12,0,1
21373,0.22,0.78,29,0,1
9311,0.51,0.49,4,1,0
7296,0.52,0.48,3,1,1
838,0.95,0.05,33,1,1
15883,0.44,0.56,3,0,0
9860,0.14,0.86,30,0,0
4915,0.34,0.66,11,0,1
7124,0.44,0.56,14,0,1
16021,0.05,0.95,26,0,0
13382,0.81,0.19,21,1,1
7380,0.36,0.64,14,0,0
20319,0.69,0.31,15,1,0
12417,0.44,0.56,1,0,0
16894,0.49,0.51,0,0,1
7205,0.0,1.0,36,0,0
7429,0.49,0.51,0,0,0
8067,0.55,0.45,3,1,0
1536,0.81,0.19,33,1,1
9909,0.36,0.64,12,0,0
11328,0.3,0.7,13,0,1
20543,0.74,0.26,24,1,1
19856,0.44,0.56,3,0,1
17183,0.31,0.69,13,0,1
16217,0.99,0.01,26,1,1
929,0.63,0.37,18,1,1
2266,0.7,0.3,20,1,1
5065,0.72,0.28,16,1,0
12728,0.01,0.99,30,0,0
21211,0.42,0.58,7,0,0
19434,0.38,0.62,13,0,1
5768,0.15,0.85,12,0,1
16030,0.55,0.45,5,1,0
15427,0.57,0.43,4,1,1
5647,0.09,0.91,34,0,1
7616,0.78,0.22,17,1,0
10186,0.0,1.0,32,0,0
525,0.43,0.57,10,0,0
3007,0.99,0.01,35,1,1
703,0.44,0.56,5,0,0
12845,0.0,1.0,28,0,0
11166,0.71,0.29,15,1,0
17219,0.99,0.01,31,1,1
6424,0.32,0.68,20,0,0
17525,0.74,0.26,17,1,0
14084,0.52,0.48,5,1,0
14917,0.83,0.17,31,1,1
4314,0.5,0.5,5,1,0
18647,0.39,0.61,11,0,0
17948,0.43,0.57,10,0,0
11219,0.47,0.53,6,0,1
20913,0.01,0.99,33,0,0
11452,0.23,0.77,12,0,1
7008,0.1,0.9,26,0,0
12787,0.01,0.99,33,0,0
18621,0.06,0.94,27,0,0
6000,1.0,0.0,25,1,1
17686,0.99,0.01,30,1,1
9742,0.43,0.57,4,0,0
10060,0.82,0.18,17,1,0
15845,0.03,0.97,24,0,0
1785,0.99,0.01,31,1,1
18898,0.71,0.29,17,1,1
15923,0.62,0.38,9,1,0
10907,0.55,0.45,0,1,0
8259,0.0,1.0,33,0,0
1537,0.48,0.52,6,0,0
10310,0.48,0.52,29,0,0
11625,0.47,0.53,4,0,0
619,0.84,0.16,17,1,0
10466,0.5,0.5,1,1,0
19802,0.99,0.01,33,1,1
17379,0.51,0.49,0,1,0
9430,0.53,0.47,11,1,0
9681,0.84,0.16,16,1,1
16002,0.02,0.98,30,0,0
5655,0.98,0.02,34,1,1
3674,0.46,0.54,1,0,0
14166,0.91,0.09,32,1,1
17891,0.24,0.76,23,0,0
19782,0.7,0.3,17,1,0
7021,0.93,0.07,28,1,1
2921,0.47,0.53,1,0,0
18886,0.28,0.72,12,0,0
20937,0.12,0.88,26,0,0
1842,0.63,0.37,16,1,0
19812,0.97,0.03,35,1,1
2196,0.99,0.01,35,1,1
19857,0.53,0.47,4,1,0
10916,0.86,0.14,20,1,1
17386,0.99,0.01,32,1,1
10206,0.8,0.2,20,1,1
4906,0.37,0.63,5,0,0
10788,0.48,0.52,14,0,0
556,1.0,0.0,35,1,1
5569,0.56,0.44,7,1,0
5284,0.18,0.82,30,0,1
21155,0.95,0.05,25,1,0
5276,0.99,0.01,34,1,1
38,0.52,0.48,3,1,1
5657,0.76,0.24,17,1,1
4193,0.49,0.51,10,0,1
9532,0.39,0.61,5,0,0
9749,0.15,0.85,12,0,1
4077,0.01,0.99,28,0,0
11126,0.46,0.54,1,0,0
14108,0.97,0.03,35,1,1
6083,0.91,0.09,20,1,1
21376,0.14,0.86,34,0,0
3000,0.53,0.47,9,1,0
20798,0.01,0.99,24,0,0
2712,0.29,0.71,12,0,1
4625,0.84,0.16,20,1,1
5126,0.46,0.54,13,0,0
15365,0.51,0.49,7,1,1
8668,0.59,0.41,30,1,0
4360,1.0,0.0,36,1,1
13541,0.95,0.05,34,1,1
13285,0.71,0.29,21,1,1
16434,0.09,0.91,29,0,0
13633,0.78,0.22,35,1,1
3169,0.95,0.05,23,1,1
19126,0.5,0.5,0,1,0
17463,0.44,0.56,10,0,1
13726,0.54,0.46,0,1,0
13068,0.94,0.06,31,1,1
18721,0.97,0.03,33,1,1
12501,0.69,0.31,16,1,0
4469,0.75,0.25,21,1,1
4841,1.0,0.0,35,1,1
4172,0.73,0.27,1,1,1
17726,0.48,0.52,7,0,1
12580,0.26,0.74,22,0,1
8360,0.41,0.59,23,0,0
3366,0.11,0.89,26,0,0
4576,0.88,0.12,22,1,1
19551,0.99,0.01,33,1,1
18832,0.1,0.9,33,0,0
2012,0.0,1.0,28,0,0
9359,0.74,0.26,19,1,1
7149,0.87,0.13,22,1,1
19082,0.25,0.75,25,0,0
15030,0.19,0.81,20,0,0
8032,0.51,0.49,3,1,0
5455,0.29,0.71,35,0,0
9418,0.94,0.06,25,1,1
12460,0.44,0.56,0,0,1
15027,0.01,0.99,34,0,0
8996,0.29,0.71,29,0,0
3245,0.07,0.93,26,0,0
18267,0.6,0.4,20,1,0
12024,0.24,0.76,14,0,0
2518,0.38,0.62,2,0,1
20213,0.45,0.55,22,0,0
17370,0.78,0.22,18,1,1
1806,0.57,0.43,8,1,1
876,0.5,0.5,2,0,1
15535,0.51,0.49,5,1,1
13679,0.01,0.99,27,0,0
1961,0.05,0.95,34,0,0
877,1.0,0.0,31,1,1
17237,0.68,0.32,30,1,1
1299,0.52,0.48,2,1,0
9401,0.13,0.87,35,0,0
1300,0.24,0.76,21,0,0
6865,0.63,0.37,19,1,0
1547,0.44,0.56,5,0,1
7243,0.48,0.52,3,0,1
10832,0.5,0.5,5,1,0
10452,0.47,0.53,13,0,1
7700,0.06,0.94,31,0,0
19925,0.55,0.45,16,1,1
12926,0.71,0.29,19,1,0
2976,0.3,0.7,13,0,1
1163,0.7,0.3,20,1,1
550,0.38,0.62,12,0,1
7947,0.5,0.5,5,0,0
21389,0.37,0.63,14,0,0
18339,0.22,0.78,29,0,0
12545,0.57,0.43,0,1,1
776,0.64,0.36,18,1,0
17470,0.6,0.4,16,1,1
11940,0.93,0.07,33,1,1
19732,1.0,0.0,32,1,1
10132,0.95,0.05,23,1,1
12603,0.68,0.32,28,1,0
5106,0.45,0.55,14,0,0
19343,0.01,0.99,33,0,0
7855,0.04,0.96,21,0,0
5769,0.36,0.64,14,0,1
17002,0.76,0.24,16,1,0
12243,0.97,0.03,36,1,1
12635,0.07,0.93,29,0,0
8158,0.61,0.39,10,1,0
6934,0.54,0.46,6,1,1
5958,0.08,0.92,24,0,0
13201,0.13,0.87,35,0,0
19646,0.53,0.47,6,1,1
2462,0.38,0.62,4,0,0
3625,0.01,0.99,28,0,0
12163,0.44,0.56,9,0,0
6407,0.05,0.95,35,0,0
13716,0.53,0.47,21,1,1
13537,0.01,0.99,25,0,0
8431,0.54,0.46,16,1,0
17985,0.49,0.51,2,0,1
1727,0.02,0.98,34,0,0
12998,0.5,0.5,0,1,0
20056,0.5,0.5,4,1,0
6136,1.0,0.0,33,1,1
390,0.61,0.39,15,1,0
3355,0.0,1.0,36,0,0
2806,1.0,0.0,34,1,1
8307,0.76,0.24,17,1,0
1377,0.41,0.59,1,0,0
4755,0.48,0.52,7,0,1
18457,0.07,0.93,27,0,0
6915,0.35,0.65,12,0,0
4754,0.5,0.5,7,0,0
14334,0.98,0.02,22,1,1
6474,0.96,0.04,25,1,1
9241,0.08,0.92,32,0,0
13499,0.29,0.71,30,0,0
1968,0.99,0.01,29,1,1
21214,0.64,0.36,15,1,0
15782,0.96,0.04,30,1,0
3499,0.8,0.2,18,1,0
16892,0.41,0.59,9,0,0
13634,0.38,0.62,10,0,0
18255,0.02,0.98,29,0,0
7759,0.56,0.44,6,1,0
2655,0.35,0.65,10,0,0
248,0.58,0.42,16,1,0
11784,0.7,0.3,20,1,1
9497,0.34,0.66,4,0,0
15288,0.41,0.59,9,0,0
12517,0.97,0.03,26,1,1
8347,0.6,0.4,34,1,1
21094,0.48,0.52,3,0,0
21089,0.19,0.81,13,0,0
199,0.44,0.56,4,0,0
6269,0.01,0.99,36,0,0
11089,0.55,0.45,0,1,0
7272,0.33,0.67,13,0,0
8976,0.98,0.02,29,1,1
19696,0.01,0.99,26,0,0
2605,0.46,0.54,8,0,0
8837,0.23,0.77,13,0,0
9995,0.4,0.6,28,0,1
19329,0.97,0.03,31,1,1
16684,0.37,0.63,11,0,0
19018,0.99,0.01,26,1,1
20212,0.98,0.02,25,1,1
5635,0.65,0.35,17,1,1
7778,0.76,0.24,20,1,1
17087,0.63,0.37,18,1,0
19706,0.47,0.53,4,0,1
2863,0.13,0.87,26,0,0
7671,0.67,0.33,19,1,0
15080,0.52,0.48,7,1,1
7442,0.12,0.88,35,0,0
5116,0.36,0.64,14,0,0
10498,0.04,0.96,29,0,0
18786,0.48,0.52,4,0,0
15199,0.34,0.66,26,0,0
616,1.0,0.0,24,1,1
6086,0.4,0.6,10,0,1
4222,0.56,0.44,3,1,0
4838,0.72,0.28,15,1,1
11697,0.93,0.07,27,1,1
7370,0.66,0.34,15,1,0
20376,0.56,0.44,13,1,0
16373,0.73,0.27,18,1,1
10494,0.45,0.55,7,0,1
14858,0.5,0.5,1,1,1
18001,0.86,0.14,18,1,1
16645,0.73,0.27,16,1,1
17940,0.36,0.64,12,0,0
17969,0.42,0.58,23,0,0
389,0.3,0.7,14,0,0
8513,0.52,0.48,12,1,1
608,0.0,1.0,32,0,0
11791,0.46,0.54,2,0,0
6660,0.12,0.88,21,0,0
7155,0.49,0.51,2,0,1
12004,0.44,0.56,11,0,0
3193,0.37,0.63,12,0,0
14664,0.49,0.51,2,0,0
2395,0.48,0.52,9,0,1
21026,0.25,0.75,35,0,0
196,0.72,0.28,15,1,1
14031,0.0,1.0,34,0,0
1596,0.41,0.59,4,0,0
11475,0.04,0.96,26,0,0
6892,0.98,0.02,35,1,1
4355,0.97,0.03,23,1,1
11000,0.29,0.71,12,0,0
4871,0.15,0.85,24,0,0
14563,0.82,0.18,17,1,1
3105,0.84,0.16,24,1,0
5599,0.33,0.67,23,0,0
18735,0.2,0.8,33,0,1
3239,0.99,0.01,25,1,1
6246,0.55,0.45,3,1,1
10931,0.51,0.49,4,1,0
19600,0.98,0.02,25,1,1
19442,0.74,0.26,18,1,1
8527,0.99,0.01,33,1,1
9171,1.0,0.0,32,1,1
10897,0.37,0.63,12,0,1
5717,0.75,0.25,18,1,1
8280,0.15,0.85,21,0,0
17544,0.47,0.53,0,0,0
856,0.4,0.6,13,0,1
11103,0.49,0.51,8,0,0
16212,0.99,0.01,27,1,1
17872,0.58,0.42,29,1,0
8718,0.94,0.06,28,1,1
6487,0.4,0.6,12,0,1
14643,0.42,0.58,1,0,0
9328,0.16,0.84,25,0,0
16142,0.19,0.81,22,0,0
15608,0.47,0.53,15,0,0
15680,0.7,0.3,19,1,1
18451,0.45,0.55,2,0,1
21401,1.0,0.0,33,1,1
12283,0.02,0.98,36,0,0
307,0.93,0.07,31,1,1
15975,0.43,0.57,19,0,0
9185,0.98,0.02,28,1,0
14829,0.72,0.28,18,1,1
3557,0.96,0.04,35,1,0
8884,0.35,0.65,11,0,1
6755,0.39,0.61,35,0,0
3928,0.41,0.59,2,0,0
10017,0.42,0.58,4,0,0
20371,0.8,0.2,21,1,0
12801,0.5,0.5,4,0,0
8529,0.79,0.21,24,1,1
2336,0.73,0.27,16,1,1
13600,0.99,0.01,31,1,1
7356,0.47,0.53,0,0,1
3516,0.34,0.66,11,0,0
6383,0.99,0.01,34,1,1
17070,0.27,0.73,33,0,0
1409,0.31,0.69,21,0,0
900,0.84,0.16,18,1,0
3438,0.44,0.56,20,0,0
3248,0.52,0.48,4,1,1
21187,0.67,0.33,17,1,1
17402,0.51,0.49,3,1,1
5680,0.48,0.52,1,0,0
10743,0.06,0.94,23,0,0
12222,0.03,0.97,31,0,0
575,0.47,0.53,22,0,1
2937,0.48,0.52,12,0,0
7626,0.5,0.5,8,0,1
9117,0.59,0.41,6,1,1
2851,0.72,0.28,30,1,1
788,0.29,0.71,28,0,0
15088,0.49,0.51,2,0,0
236,0.57,0.43,8,1,0
14722,0.1,0.9,22,0,0
11683,0.38,0.62,11,0,1
14868,0.99,0.01,23,1,1
5120,0.98,0.02,36,1,1
8786,0.34,0.66,8,0,0
